,width,height
168,512,256
169,512,256
170,512,208
171,512,208
172,512,256
173,512,208
174,512,255
175,512,256
176,512,208
177,512,256
178,512,208
179,512,208
180,512,256
181,512,208
182,512,256
183,512,256
184,512,208
185,512,208
186,512,208
187,512,256
188,512,208
189,512,208
190,512,256
191,512,208
192,512,256
193,512,256
194,512,208
195,512,256
196,512,208
197,512,256
198,512,208
199,512,256
200,512,208
201,512,208
202,512,208
203,512,256
204,512,256
205,512,256
206,512,256
207,512,208
208,512,208
209,512,208
210,512,256
211,512,208
212,512,208
213,512,208
214,512,208
215,512,208
216,512,207
217,512,256
218,512,208
219,512,208
220,512,208
221,512,208
222,512,256
223,512,208
224,512,208
225,512,256
226,512,208
227,512,208
228,512,208
229,512,256
230,512,256
231,512,208
232,512,208
233,512,256
234,512,256
235,512,208
236,512,256
237,512,256
238,512,208
239,512,256
240,512,208
241,512,256
242,512,208
243,512,208
244,512,256
245,512,256
246,512,256
247,512,256
248,512,208
249,512,256
250,512,256
251,512,208
252,512,256
253,512,256
254,512,208
255,512,208
256,512,208
257,512,256
258,512,256
259,512,256
260,512,208
261,512,256
262,512,256
263,512,208
264,512,256
265,512,256
266,512,208
267,512,256
268,512,208
269,512,208
270,512,256
271,512,208
272,512,208
273,512,256
274,512,256
275,512,208
276,512,256
277,512,256
278,512,256
279,512,256
280,512,256
281,512,208
282,512,208
283,512,256
284,512,208
285,512,256
286,512,256
287,512,256
288,512,208
289,512,208
290,512,256
291,512,256
292,512,256
293,512,208
294,512,256
295,512,208
296,512,256
297,512,256
298,512,208
299,512,208
300,512,208
301,512,256
302,512,256
303,512,255
304,512,208
305,512,256
306,512,208
307,512,208
308,512,208
309,512,208
310,512,256
311,512,256
312,512,256
313,512,208
314,512,208
315,512,256
316,512,256
317,512,208
318,512,208
319,512,208
320,512,256
321,512,256
322,512,208
323,512,208
324,512,256
325,512,256
326,512,256
327,512,256
328,512,256
329,512,208
330,512,256
331,512,256
332,512,256
333,512,208
334,512,256
335,512,256
336,512,208
337,512,256
338,512,208
339,512,208
340,512,208
341,512,208
342,512,208
343,512,208
344,512,208
345,512,256
346,512,208
347,512,256
348,512,256
349,512,208
350,512,208
351,512,208
352,512,256
353,512,256
354,512,256
355,512,208
356,512,256
357,512,256
358,512,208
359,512,256
360,512,256
361,512,256
362,512,256
363,512,208
364,512,256
365,512,208
366,512,256
367,512,256
368,512,208
369,512,208
370,512,208
371,512,208
372,512,208
373,512,208
374,512,256
375,512,256
376,512,208
377,512,208
378,512,208
379,512,208
380,512,208
381,512,256
382,512,208
383,512,256
384,512,256
385,512,208
386,512,256
387,512,256
388,512,256
389,512,208
390,512,256
391,512,208
392,512,207
393,512,256
394,512,208
395,512,256
396,512,256
397,512,256
398,512,208
399,512,256
400,512,256
401,512,256
402,512,256
403,512,256
404,512,208
405,512,208
406,512,208
407,512,208
408,512,256
409,512,208
410,512,208
411,512,256
412,512,208
413,512,208
414,512,256
415,512,208
416,512,256
417,512,208
418,512,256
419,512,208
420,512,256
421,512,256
422,512,208
423,512,208
424,512,208
425,512,256
426,512,208
427,512,208
428,512,256
429,512,208
430,512,256
431,512,208
432,512,208
433,512,256
434,512,208
435,512,256
436,512,256
437,512,208
438,512,208
439,512,256
440,512,208
441,512,256
442,512,208
443,512,208
444,512,208
445,512,208
446,512,256
447,512,208
448,512,256
449,512,256
450,512,208
451,512,256
452,512,208
453,512,208
454,512,256
455,512,256
456,512,256
457,512,208
458,512,256
459,512,208
460,512,208
461,512,208
462,512,256
463,512,256
464,512,208
465,512,256
466,512,208
467,512,256
468,512,208
469,512,256
470,512,208
471,512,256
472,512,256
473,512,208
474,512,256
475,512,208
476,512,208
477,512,256
478,512,256
479,512,208
480,512,208
481,512,208
482,512,208
483,512,208
484,512,208
485,512,256
486,512,256
487,512,256
488,512,208
489,512,256
490,512,208
491,512,208
492,512,208
493,512,208
494,512,256
495,512,256
496,512,256
497,512,256
498,512,208
499,512,256
500,512,208
501,512,208
502,512,208
503,512,208
504,512,208
505,512,208
506,512,208
507,512,256
508,512,208
509,512,208
510,512,208
511,512,256
512,512,208
513,512,208
514,512,208
515,512,208
516,512,256
517,512,256
518,512,256
519,512,256
520,512,208
521,512,256
522,512,208
523,512,256
524,512,256
525,512,256
526,512,256
527,512,208
528,512,208
529,512,256
530,512,208
531,512,256
532,512,256
533,512,208
534,512,256
535,512,208
536,512,208
537,512,256
538,512,208
539,512,208
540,512,256
541,512,256
542,512,256
543,512,208
544,512,256
545,512,208
546,512,256
547,512,208
548,512,208
549,512,208
550,512,256
551,512,256
552,512,256
553,512,208
554,512,208
555,512,208
556,512,208
557,512,256
558,512,256
559,512,256
560,512,256
561,512,208
562,512,208
563,512,256
564,512,256
565,512,208
566,512,256
567,512,256
568,512,208
569,512,208
570,512,256
571,512,208
572,512,208
573,512,256
574,512,208
575,512,208
576,512,256
577,512,256
578,512,256
579,512,208
580,512,256
581,512,208
582,512,256
583,512,208
584,512,256
585,512,256
586,512,208
587,512,208
588,512,256
589,512,255
590,512,256
591,512,208
592,512,208
593,512,208
594,512,208
595,512,256
596,512,208
597,512,256
598,512,256
599,512,208
600,512,208
601,512,256
602,512,256
603,512,208
604,512,208
605,512,256
606,512,256
607,512,208
608,512,256
609,512,208
610,512,208
611,512,256
612,512,208
613,512,256
614,512,208
615,512,208
616,512,256
617,512,208
618,512,208
619,512,256
620,512,256
621,512,208
622,512,256
623,512,256
624,512,208
625,512,208
626,512,256
627,512,208
628,512,256
629,512,256
630,512,256
631,512,208
632,512,256
633,512,208
634,512,256
635,512,256
636,512,208
637,512,256
638,512,208
639,512,208
640,512,208
641,512,256
642,512,256
643,512,208
644,512,208
645,512,208
646,512,208
647,512,256
648,512,208
649,512,208
650,512,256
651,512,256
652,512,256
653,512,256
654,512,208
655,512,256
656,512,256
657,512,256
658,512,208
659,512,208
660,512,208
661,512,256
662,512,256
663,512,208
664,512,208
665,512,208
666,512,256
667,512,256
668,512,208
669,512,256
670,512,256
671,512,256
672,512,208
673,512,256
674,512,208
675,512,208
676,512,208
677,512,256
678,512,208
679,512,208
680,512,256
681,512,256
682,512,208
683,512,208
684,512,208
685,512,256
686,512,208
687,512,208
688,512,256
689,512,208
690,512,256
691,512,208
692,512,256
693,512,256
694,512,256
695,512,208
696,512,256
697,512,256
698,512,256
699,512,256
700,512,208
701,512,256
702,512,208
703,512,256
704,512,208
705,512,256
706,512,256
707,512,256
708,512,208
709,512,256
710,512,208
711,512,208
712,512,208
713,512,208
714,512,208
715,512,256
716,512,256
717,512,256
718,512,256
719,512,256
720,512,256
721,512,256
722,512,256
723,512,256
724,512,208
725,512,208
726,512,208
727,512,256
728,512,256
729,512,208
730,512,208
731,512,256
732,512,208
733,512,208
734,512,256
735,512,208
736,512,208
737,512,208
738,512,256
739,512,256
740,512,256
741,512,256
742,512,208
743,512,208
744,512,208
745,512,256
746,512,208
747,512,208
748,512,256
749,512,256
750,512,256
751,512,256
752,512,256
753,512,208
754,512,256
755,512,256
756,512,208
757,512,256
758,512,256
759,512,256
760,512,208
761,512,256
762,512,256
763,512,208
764,512,256
765,512,208
766,512,256
767,512,208
768,512,208
769,512,256
770,512,256
771,512,256
772,512,208
773,512,208
774,512,208
775,512,256
776,512,256
777,512,256
778,512,256
779,512,208
780,512,208
781,512,208
782,512,208
783,512,208
784,512,208
785,512,208
786,512,208
787,512,256
788,512,256
789,512,208
790,512,256
791,512,256
792,512,256
793,512,256
794,512,208
795,512,256
796,512,208
797,512,256
798,512,256
799,512,208
800,512,208
801,512,256
802,512,208
803,512,208
804,512,256
805,512,256
806,512,256
807,512,208
808,512,208
809,512,256
810,512,208
811,512,256
812,512,208
813,512,256
814,512,208
815,512,256
816,512,208
817,512,256
818,512,256
819,512,256
820,512,256
821,512,256
822,512,208
823,512,208
824,512,208
825,512,208
826,512,208
827,512,256
828,512,208
829,512,208
830,512,256
831,512,256
832,512,256
833,512,208
834,512,256
835,512,208
836,512,256
837,512,256
838,512,208
839,512,208
840,512,208
841,512,256
842,512,256
843,512,256
844,512,256
845,512,256
846,512,208
847,512,256
848,512,256
849,512,256
850,512,208
851,512,256
852,512,208
853,512,208
854,512,256
855,512,256
856,512,256
857,512,256
858,512,208
859,512,256
860,512,208
861,512,208
862,512,208
863,512,208
864,512,208
865,512,255
866,512,256
867,512,208
868,512,256
869,512,256
870,512,208
871,512,208
872,512,256
873,512,256
874,512,256
875,512,208
876,512,256
877,512,256
878,512,256
879,512,256
880,512,256
881,512,208
882,512,256
883,512,256
884,512,256
885,512,208
886,512,256
887,512,208
888,512,256
889,512,256
890,512,256
891,512,256
892,512,208
893,512,256
894,512,208
895,512,208
896,512,208
897,512,256
898,512,208
899,512,208
900,512,208
901,512,208
902,512,208
903,512,208
904,512,208
905,512,208
906,512,256
907,512,208
908,512,256
909,512,208
910,512,208
911,512,208
912,512,256
913,512,208
914,512,256
915,512,208
916,512,208
917,512,256
918,512,208
919,512,256
920,512,256
921,512,256
922,512,208
923,512,256
924,512,256
925,512,256
926,512,256
927,512,256
928,512,256
929,512,256
930,512,256
931,512,256
932,512,256
933,512,256
934,512,256
935,512,256
936,512,256
937,512,256
938,512,256
939,512,208
940,512,208
941,512,208
942,512,256
943,512,208
944,512,208
945,512,208
946,512,256
947,512,256
948,512,208
949,512,208
950,512,208
951,512,256
952,512,208
953,512,256
954,512,208
955,512,208
956,512,256
957,512,256
958,512,208
959,512,256
960,512,208
961,512,256
962,512,208
963,512,256
964,512,256
965,512,208
966,512,208
967,512,256
968,512,208
969,512,208
970,512,208
971,512,256
972,512,208
973,512,208
974,512,208
975,512,256
976,512,256
977,512,208
978,512,208
979,512,256
980,512,208
981,512,256
982,512,208
983,512,256
984,512,256
985,512,256
986,512,208
987,512,256
988,512,256
989,512,256
990,512,256
991,512,208
992,512,256
993,512,256
994,512,208
995,512,256
996,512,256
997,512,208
998,512,256
999,512,256
1000,512,208
1001,512,256
1002,512,256
1003,512,256
1004,512,256
1005,512,256
1006,512,256
1007,512,256
1008,512,256
1009,512,208
1010,512,256
1011,512,208
1012,512,207
1013,512,208
1014,512,208
1015,512,208
1016,512,208
1017,512,208
1018,512,208
1019,512,256
1020,512,208
1021,512,208
1022,512,208
1023,512,255
1024,512,256
1025,512,256
1026,512,208
1027,512,256
1028,512,256
1029,512,255
1030,512,256
1031,512,208
1032,512,256
1033,512,208
1034,512,208
1035,512,256
1036,512,256
1037,512,256
1038,512,208
1039,512,208
1040,512,256
1041,512,208
1042,512,208
1043,512,256
1044,512,208
1045,512,208
1046,512,208
1047,512,208
1048,512,208
1049,512,256
1050,512,208
1051,512,256
1052,512,208
1053,512,256
1054,512,208
1055,512,256
1056,512,207
1057,512,256
1058,512,208
1059,512,256
1060,512,208
1061,512,208
1062,512,256
1063,512,256
1064,512,208
1065,512,256
1066,512,256
1067,512,208
1068,512,208
1069,512,208
1070,512,256
1071,512,256
1072,512,256
1073,512,256
1074,512,208
1075,512,208
1076,512,256
1077,512,256
1078,512,256
1079,512,208
1080,512,256
1081,512,256
1082,512,208
1083,512,208
1084,512,208
1085,512,208
1086,512,208
1087,512,208
1088,512,256
1089,512,208
1090,512,256
1091,512,256
1092,512,256
1093,512,256
1094,512,256
1095,512,208
1096,512,208
1097,512,208
1098,512,208
1099,512,256
1100,512,208
1101,512,208
1102,512,208
1103,512,208
1104,512,256
1105,512,256
1106,512,256
1107,512,208
1108,512,256
1109,512,256
1110,512,255
1111,512,208
1112,512,256
1113,512,208
1114,512,208
1115,512,208
1116,512,256
1117,512,208
1118,512,256
1119,512,256
1120,512,208
1121,512,256
1122,512,256
1123,512,256
1124,512,208
1125,512,208
1126,512,208
1127,512,208
1128,512,208
1129,512,208
1130,512,256
1131,512,256
1132,512,256
1133,512,256
1134,512,208
1135,512,208
1136,512,256
1137,512,208
1138,512,208
1139,512,208
1140,512,208
1141,512,208
1142,512,256
1143,512,208
1144,512,208
1145,512,208
1146,512,256
1147,512,256
1148,512,208
1149,512,256
1150,512,256
1151,512,256
1152,512,256
1153,512,256
1154,512,208
1155,512,208
1156,512,208
1157,512,208
1158,512,208
1159,512,256
1160,512,208
1161,512,256
1162,512,256
1163,512,256
1164,512,208
1165,512,256
1166,512,208
1167,512,208
1168,512,208
1169,512,208
1170,512,256
1171,512,208
1172,512,208
1173,512,256
1174,512,256
1175,512,256
1176,512,208
1177,512,208
1178,512,256
1179,512,256
1180,512,256
1181,512,208
1182,512,256
1183,512,256
1184,512,256
1185,512,256
1186,512,256
1187,512,256
1188,512,208
1189,512,256
1190,512,256
1191,512,208
1192,512,208
1193,512,208
1194,512,256
1195,512,207
1196,512,208
1197,512,208
1198,512,256
1199,512,256
1200,512,256
1201,512,208
1202,512,208
1203,512,256
1204,512,208
1205,512,256
1206,512,256
1207,512,256
1208,512,256
1209,512,256
1210,512,256
1211,512,208
1212,512,208
1213,512,208
1214,512,208
1215,512,208
1216,512,256
1217,512,256
1218,512,207
1219,512,208
1220,512,208
1221,512,256
1222,512,256
1223,512,256
1224,512,256
1225,512,208
1226,512,208
1227,512,208
1228,512,256
1229,512,256
1230,512,256
1231,512,256
1232,512,208
1233,512,208
1234,512,208
1235,512,208
1236,512,256
1237,512,208
1238,512,208
1239,512,256
1240,512,208
1241,512,256
1242,512,208
1243,512,208
1244,512,256
1245,512,208
1246,512,256
1247,512,208
1248,512,208
1249,512,208
1250,512,256
1251,512,208
1252,512,208
1253,512,208
1254,512,256
1255,512,208
1256,512,208
1257,512,256
1258,512,208
1259,512,256
1260,512,208
1261,512,208
1262,512,208
1263,512,256
1264,512,208
1265,512,256
1266,512,208
1267,512,256
1268,512,208
1269,512,208
1270,512,256
1271,512,208
1272,512,256
1273,512,208
1274,512,208
1275,512,208
1276,512,208
1277,512,208
1278,512,208
1279,512,256
1280,512,208
1281,512,208
1282,512,256
1283,512,256
1284,512,208
1285,512,256
1286,512,256
1287,512,256
1288,512,208
1289,512,256
1290,512,208
1291,512,208
1292,512,208
1293,512,208
1294,512,208
1295,512,208
1296,512,208
1297,512,256
1298,512,256
1299,512,208
1300,512,256
1301,512,208
1302,512,208
1303,512,256
1304,512,256
1305,512,256
1306,512,208
1307,512,256
1308,512,208
1309,512,256
1310,512,208
1311,512,208
1312,512,208
1313,512,208
1314,512,256
1315,512,208
1316,512,208
1317,512,256
1318,512,208
1319,512,208
1320,512,256
1321,512,208
1322,512,208
1323,512,256
1324,512,208
1325,512,256
1326,512,256
1327,512,208
1328,512,208
1329,512,256
1330,512,256
1331,512,208
1332,512,208
1333,512,256
1334,512,256
1335,512,208
1336,512,256
1337,512,208
1338,512,256
1339,512,256
1340,512,256
1341,512,256
1342,512,256
1343,512,256
1344,512,256
1345,512,208
1346,512,208
1347,512,256
1348,512,256
1349,512,256
1350,512,256
1351,512,256
1352,512,208
1353,512,208
1354,512,256
1355,512,256
1356,512,208
1357,512,208
1358,512,256
1359,512,256
1360,512,256
1361,512,256
1362,512,256
1363,512,255
1364,512,208
1365,512,256
1366,512,256
1367,512,208
1368,512,208
1369,512,208
1370,512,256
1371,512,208
1372,512,256
1373,512,256
1374,512,256
1375,512,256
1376,512,256
1377,512,208
1378,512,256
1379,512,256
1380,512,208
1381,512,256
1382,512,208
1383,512,208
1384,512,256
1385,512,256
1386,512,256
1387,512,208
1388,512,256
1389,512,208
1390,512,208
1391,512,256
1392,512,208
1393,512,208
1394,512,208
1395,512,256
1396,512,208
1397,512,256
1398,512,256
1399,512,256
1400,512,256
1401,512,208
1402,512,208
1403,512,208
1404,512,208
1405,512,208
1406,512,208
1407,512,256
1408,512,256
1409,512,208
1410,512,256
1411,512,208
1412,512,208
1413,512,208
1414,512,208
1415,512,208
1416,512,256
1417,512,208
1418,512,208
1419,512,208
1420,512,208
1421,512,256
1422,512,256
1423,512,256
1424,512,256
1425,512,208
1426,512,208
1427,512,208
1428,512,208
1429,512,256
1430,512,208
1431,512,256
1432,512,208
1433,512,208
1434,512,208
1435,512,256
1436,512,208
1437,512,256
1438,512,256
1439,512,256
1440,512,208
1441,512,208
1442,512,256
1443,512,256
1444,512,256
1445,512,256
1446,512,208
1447,512,256
1448,512,256
1449,512,256
1450,512,256
1451,512,256
1452,512,256
1453,512,208
1454,512,208
1455,512,208
1456,512,208
1457,512,256
1458,512,256
1459,512,256
1460,512,256
1461,512,256
1462,512,208
1463,512,208
1464,512,256
1465,512,208
1466,512,256
1467,512,208
1468,512,208
1469,512,256
1470,512,208
1471,512,256
1472,512,208
1473,512,256
1474,512,208
1475,512,208
1476,512,256
1477,512,208
1478,512,256
1479,512,256
1480,512,256
1481,512,208
1482,512,256
1483,512,208
1484,512,256
1485,512,208
1486,512,256
1487,512,208
1488,512,208
1489,512,208
1490,512,208
1491,512,208
1492,512,208
1493,512,256
1494,512,256
1495,512,208
1496,512,256
1497,512,208
1498,512,256
1499,512,208
1500,512,208
1501,512,208
1502,512,208
1503,512,208
1504,512,256
1505,512,256
1506,512,208
1507,512,256
1508,512,208
1509,512,208
1510,512,256
1511,512,256
1512,512,256
1513,512,256
1514,512,256
1515,512,256
1516,512,256
1517,512,256
1518,512,256
1519,512,208
1520,512,208
1521,512,208
1522,512,208
1523,512,208
1524,512,208
1525,512,208
1526,512,256
1527,512,256
1528,512,256
1529,512,256
1530,512,256
1531,512,208
1532,512,208
1533,512,208
1534,512,208
1535,512,208
1536,512,208
1537,512,208
1538,512,208
1539,512,256
1540,512,208
1541,512,256
1542,512,256
1543,512,208
1544,512,256
1545,512,208
1546,512,208
1547,512,256
1548,512,256
1549,512,208
1550,512,256
1551,512,208
1552,512,256
1553,512,255
1554,512,208
1555,512,208
1556,512,256
1557,512,256
1558,512,207
1559,512,208
1560,512,208
1561,512,256
1562,512,208
1563,512,256
1564,512,255
1565,512,208
1566,512,208
1567,512,208
1568,512,256
1569,512,256
1570,512,256
1571,512,208
1572,512,256
1573,512,256
1574,512,208
1575,512,208
1576,512,256
1577,512,208
1578,512,256
1579,512,256
1580,512,208
1581,512,208
1582,512,256
1583,512,256
1584,512,208
1585,512,208
1586,512,208
1587,512,208
1588,512,208
1589,512,208
1590,512,256
1591,512,256
1592,512,208
1593,512,208
1594,512,208
1595,512,256
1596,512,256
1597,512,256
1598,512,256
1599,512,256
1600,512,208
1601,512,208
1602,512,208
1603,512,256
1604,512,208
1605,512,256
1606,512,256
1607,512,256
1608,512,208
1609,512,256
1610,512,208
1611,512,208
1612,512,256
1613,512,208
1614,512,208
1615,512,256
1616,512,256
1617,512,256
1618,512,208
1619,512,208
1620,512,256
1621,512,256
1622,512,208
1623,512,256
1624,512,207
1625,512,208
1626,512,256
1627,512,256
1628,512,208
1629,512,208
1630,512,208
1631,512,208
1632,512,208
1633,512,256
1634,512,208
1635,512,256
1636,512,256
1637,512,256
1638,512,208
1639,512,256
1640,512,256
1641,512,256
1642,512,208
1643,512,256
1644,512,256
1645,512,256
1646,512,256
1647,512,256
1648,512,256
1649,512,256
1650,512,256
1651,512,256
1652,512,208
1653,512,208
1654,512,256
1655,512,256
1656,512,208
1657,512,208
1658,512,208
1659,512,256
1660,512,256
1661,512,208
1662,512,256
1663,512,256
1664,512,256
1665,512,256
1666,512,256
1667,512,256
1668,512,208
1669,512,256
1670,512,256
1671,512,256
1672,512,208
1673,512,208
1674,512,256
1675,512,256
1676,512,256
1677,512,208
1678,512,256
1679,512,256
1680,512,208
1681,512,208
1682,512,208
1683,512,208
1684,512,256
1685,512,255
1686,512,208
1687,512,208
1688,512,256
1689,512,208
1690,512,256
1691,512,256
1692,512,256
1693,512,208
1694,512,256
1695,512,256
1696,512,208
1697,512,256
1698,512,256
1699,512,208
1700,512,256
1701,512,208
1702,512,255
1703,512,208
1704,512,256
1705,512,256
1706,512,256
1707,512,256
1708,512,256
1709,512,256
1710,512,208
1711,512,208
1712,512,256
1713,512,208
1714,512,208
1715,512,256
1716,512,256
1717,512,256
1718,512,256
1719,512,256
1720,512,256
1721,512,256
1722,512,208
1723,512,256
1724,512,256
1725,512,256
1726,512,256
1727,512,256
1728,512,208
1729,512,255
1730,512,207
1731,512,256
1732,512,208
1733,512,256
1734,512,208
1735,512,208
1736,512,256
1737,512,256
1738,512,208
1739,512,208
1740,512,208
1741,512,256
1742,512,208
1743,512,256
1744,512,208
1745,512,256
1746,512,208
1747,512,208
1748,512,256
1749,512,208
1750,512,256
1751,512,208
1752,512,208
1753,512,256
1754,512,256
1755,512,208
1756,512,256
1757,512,256
1758,512,208
1759,512,256
1760,512,208
1761,512,256
1762,512,256
1763,512,256
1764,512,208
1765,512,208
1766,512,208
1767,512,208
1768,512,256
1769,512,208
1770,512,256
1771,512,256
1772,512,208
1773,512,256
1774,512,208
1775,512,256
1776,512,256
1777,512,256
1778,512,256
1779,512,208
1780,512,256
1781,512,208
1782,512,256
1783,512,256
1784,512,208
1785,512,256
1786,512,256
1787,512,256
1788,512,256
1789,512,256
1790,512,256
1791,512,208
1792,512,256
1793,512,208
1794,512,256
1795,512,256
1796,512,208
1797,512,256
1798,512,208
1799,512,208
1800,512,256
1801,512,256
1802,512,208
1803,512,256
1804,512,256
1805,512,256
1806,512,208
1807,512,256
1808,512,208
1809,512,256
1810,512,208
1811,512,256
1812,512,256
1813,512,256
1814,512,208
1815,512,208
1816,512,208
1817,512,208
1818,512,256
1819,512,208
1820,512,208
1821,512,255
1822,512,208
1823,512,208
1824,512,256
1825,512,208
1826,512,256
1827,512,208
1828,512,256
1829,512,256
1830,512,256
1831,512,256
1832,512,256
1833,512,256
1834,512,208
1835,512,208
1836,512,208
1837,512,256
1838,512,256
1839,512,256
1840,512,256
1841,512,256
1842,512,256
1843,512,256
1844,512,208
1845,512,256
1846,512,208
1847,512,256
1848,512,208
1849,512,208
1850,512,208
1851,512,208
1852,512,256
1853,512,256
1854,512,208
1855,512,208
1856,512,256
1857,512,208
1858,512,256
1859,512,256
1860,512,208
1861,512,256
1862,512,208
1863,512,208
1864,512,256
1865,512,256
1866,512,208
1867,512,208
1868,512,256
1869,512,208
1870,512,208
1871,512,256
1872,512,256
1873,512,256
1874,512,256
1875,512,208
1876,512,208
1877,512,256
1878,512,208
1879,512,208
1880,512,256
1881,512,256
1882,512,256
1883,512,256
1884,512,208
1885,512,208
1886,512,208
1887,512,256
1888,512,256
1889,512,256
1890,512,256
1891,512,256
1892,512,208
1893,512,256
1894,512,208
1895,512,256
1896,512,256
1897,512,208
1898,512,208
1899,512,256
1900,512,256
1901,512,256
1902,512,256
1903,512,256
1904,512,208
1905,512,208
1906,512,208
1907,512,208
1908,512,256
1909,512,208
1910,512,256
1911,512,208
1912,512,208
1913,512,256
1914,512,256
1915,512,256
1916,512,208
1917,512,256
1918,512,208
1919,512,256
1920,512,208
1921,512,256
1922,512,256
1923,512,208
1924,512,256
1925,512,208
1926,512,208
1927,512,208
1928,512,208
1929,512,208
1930,512,256
1931,512,208
1932,512,207
1933,512,256
1934,512,208
1935,512,208
1936,512,208
1937,512,256
1938,512,256
1939,512,256
1940,512,256
1941,512,208
1942,512,256
1943,512,208
1944,512,208
1945,512,256
1946,512,208
1947,512,208
1948,512,208
1949,512,208
1950,512,208
1951,512,256
1952,512,256
1953,512,208
1954,512,256
1955,512,208
1956,512,256
1957,512,256
1958,512,208
1959,512,208
1960,512,208
1961,512,256
1962,512,256
1963,512,256
1964,512,208
1965,512,256
1966,512,256
1967,512,208
1968,512,256
1969,512,256
1970,512,208
1971,512,208
1972,512,208
1973,512,208
1974,512,256
1975,512,256
1976,512,208
1977,512,256
1978,512,208
1979,512,256
1980,512,208
1981,512,208
1982,512,208
1983,512,208
1984,512,208
1985,512,208
1986,512,256
1987,512,208
1988,512,208
1989,512,256
1990,512,208
1991,512,208
1992,512,208
1993,512,208
1994,512,208
1995,512,256
1996,512,256
1997,512,256
1998,512,256
1999,512,256
2000,512,208
2001,512,208
2002,512,208
2003,512,208
2004,512,208
2005,512,256
2006,512,256
2007,512,208
2008,512,256
2009,512,208
2010,512,208
2011,512,256
2012,512,256
2013,512,256
2014,512,255
2015,512,256
2016,512,208
2017,512,208
2018,512,208
2019,512,208
2020,512,208
2021,512,208
2022,512,256
2023,512,256
2024,512,208
2025,512,208
2026,512,256
2027,512,256
2028,512,208
2029,512,256
2030,512,256
2031,512,208
2032,512,208
2033,512,255
2034,512,208
2035,512,256
2036,512,256
2037,512,208
2038,512,208
2039,512,208
2040,512,208
2041,512,208
2042,512,256
2043,512,256
2044,512,208
2045,512,208
2046,512,208
2047,512,256
2048,512,256
2049,512,256
2050,512,208
2051,512,256
2052,512,256
2053,512,208
2054,512,256
2055,512,208
2056,512,256
2057,512,256
2058,512,256
2059,512,208
2060,512,256
2061,512,208
2062,512,208
2063,512,256
2064,512,256
2065,512,256
2066,512,208
2067,512,208
2068,512,208
2069,512,208
2070,512,255
2071,512,208
2072,512,208
2073,512,208
2074,512,208
2075,512,256
2076,512,256
2077,512,208
2078,512,208
2079,512,208
2080,512,208
2081,512,208
2082,512,256
2083,512,208
2084,512,208
2085,512,256
2086,512,208
2087,512,256
2088,512,208
2089,512,208
2090,512,208
2091,512,208
2092,512,208
2093,512,208
2094,512,208
2095,512,208
2096,512,256
2097,512,208
2098,512,256
2099,512,208
2100,512,208
2101,512,208
2102,512,256
2103,512,208
2104,512,208
2105,512,256
2106,512,208
2107,512,256
2108,512,256
2109,512,208
2110,512,208
2111,512,256
2112,512,256
2113,512,208
2114,512,208
2115,512,256
2116,512,256
2117,512,208
2118,512,208
2119,512,256
2120,512,256
2121,512,208
2122,512,208
2123,512,208
2124,512,208
2125,512,256
2126,512,256
2127,512,256
2128,512,208
2129,512,256
2130,512,208
2131,512,208
2132,512,256
2133,512,208
2134,512,256
2135,512,256
2136,512,256
2137,512,256
2138,512,208
2139,512,256
2140,512,208
